esmini GIT REV: 7df5a1c
esmini GIT TAG: 
esmini GIT BRANCH: master
esmini BUILD VERSION: N/A - client build
Scenario File Name: resources/xosc/./cut-in.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entitity_Name [-] , #1 Entitity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entitity_Name [-] , #2 Entitity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
489, 48.900000, Ego, 0, 18.055556, -0.001392, 3.061802, 65.403029, 929.768223, 0.400512, 3.119034, 17.784246, 0.491859, 0.142476, -0.024929, 0.074283, 934.276157, -8.000000, 1.396780, -0.007999, 0.000000, 0.000000, 6.255855, -0.000441, , Obj1, 1, 14.166667, -0.000731, 0.082389, 51.351855, 840.337922, -0.998352, 2.003072, 14.024305, 0.082226, 0.046117, -0.006579, 0.027036, 843.489104, -8.000000, 1.428762, -0.003296, 0.000000, 0.000000, 6.277296, -0.000233, , 
490, 49.000000, Ego, 0, 18.055556, -0.001388, 1.937347, 65.716353, 931.546398, 0.450367, 3.133238, 17.781749, 0.498550, 0.142045, -0.024971, 0.066907, 936.088103, -8.000000, 1.395983, -0.007976, 0.000000, 0.000000, 6.255507, -0.000440, , Obj1, 1, 14.166667, -0.000734, 4.130008, 51.552626, 841.740286, -0.989854, 2.007704, 14.023643, 0.084981, 0.046324, -0.006625, 0.027549, 844.908413, -8.000000, 1.428431, -0.003311, 0.000000, 0.000000, 6.277100, -0.000234, , 
491, 49.100000, Ego, 0, 18.055556, -0.001384, 0.812891, 66.031092, 933.324323, 0.500817, 3.147399, 17.779248, 0.504503, 0.141614, -0.025012, 0.059531, 937.900030, -8.000000, 1.395188, -0.007953, 0.000000, 0.000000, 6.255198, -0.000438, , Obj1, 1, 14.166667, -0.000737, 1.894442, 51.753861, 843.142584, -0.981074, 2.012357, 14.022976, 0.087794, 0.046530, -0.006670, 0.028126, 846.327734, -8.000000, 1.428099, -0.003326, 0.000000, 0.000000, 6.276899, -0.000235, , 
492, 49.200000, Ego, 0, 18.055556, -0.001380, 5.971622, 66.347244, 935.101997, 0.551789, 3.161518, 17.776743, 0.509719, 0.141184, -0.025051, 0.052156, 939.711939, -8.000000, 1.394395, -0.007930, 0.000000, 0.000000, 6.254931, -0.000437, , Obj1, 1, 14.166667, -0.000741, 5.942061, 51.955565, 844.544814, -0.972008, 2.017031, 14.022305, 0.090664, 0.046737, -0.006715, 0.028703, 847.747068, -8.000000, 1.427765, -0.003340, 0.000000, 0.000000, 6.276695, -0.000236, , 
493, 49.300000, Ego, 0, 18.055556, -0.001376, 4.847167, 66.664804, 936.879421, 0.603209, 3.175593, 17.774234, 0.514197, 0.140753, -0.025091, 0.044782, 941.523829, -8.000000, 1.393604, -0.007907, 0.000000, 0.000000, 6.254704, -0.000436, , Obj1, 1, 14.166667, -0.000744, 3.706495, 52.157737, 845.946977, -0.962649, 2.021725, 14.021628, 0.093592, 0.046943, -0.006761, 0.029280, 849.166412, -8.000000, 1.427429, -0.003355, 0.000000, 0.000000, 6.276487, -0.000237, , 
494, 49.400000, Ego, 0, 18.055556, -0.001372, 3.722712, 66.983766, 938.656593, 0.655003, 3.189625, 17.771721, 0.517938, 0.140324, -0.025127, 0.037408, 943.335701, -8.000000, 1.392815, -0.007884, 0.000000, 0.000000, 6.254518, -0.000434, , Obj1, 1, 14.166667, -0.000747, 1.470929, 52.360381, 847.349072, -0.952991, 2.026440, 14.020948, 0.096578, 0.047150, -0.006806, 0.029857, 850.585769, -8.000000, 1.427092, -0.003370, 0.000000, 0.000000, 6.276275, -0.000238, , 
495, 49.500000, Ego, 0, 18.055556, -0.001368, 2.598257, 67.304128, 940.433513, 0.707097, 3.203615, 17.769204, 0.520941, 0.139894, -0.025167, 0.030034, 945.147555, -8.000000, 1.392029, -0.007861, 0.000000, 0.000000, 6.254372, -0.000433, , Obj1, 1, 14.166667, -0.000751, 5.518548, 52.563499, 848.751098, -0.943029, 2.031176, 14.020263, 0.099621, 0.047356, -0.006852, 0.030434, 852.005138, -8.000000, 1.426754, -0.003385, 0.000000, 0.000000, 6.276058, -0.000239, , 
496, 49.600000, Ego, 0, 18.055556, -0.001364, 1.473802, 67.625884, 942.210182, 0.759417, 3.217561, 17.766684, 0.523207, 0.139465, -0.025199, 0.022661, 946.959389, -8.000000, 1.391246, -0.007838, 0.000000, 0.000000, 6.254267, -0.000432, , Obj1, 1, 14.166667, -0.000754, 3.282982, 52.767092, 850.153055, -0.932756, 2.035932, 14.019573, 0.102722, 0.047562, -0.006899, 0.031011, 853.424519, -8.000000, 1.426414, -0.003400, 0.000000, 0.000000, 6.275838, -0.000240, , 
497, 49.700000, Ego, 0, 18.055556, -0.001360, 0.349347, 67.949030, 943.986598, 0.811891, 3.231465, 17.764161, 0.524736, 0.139035, -0.025237, 0.015288, 948.771206, -8.000000, 1.390464, -0.007815, 0.000000, 0.000000, 6.254203, -0.000431, , Obj1, 1, 14.166667, -0.000757, 1.047416, 52.971163, 851.554943, -0.922168, 2.040709, 14.018878, 0.105881, 0.047769, -0.006945, 0.031588, 854.843911, -8.000000, 1.426072, -0.003415, 0.000000, 0.000000, 6.275613, -0.000241, , 
498, 49.800000, Ego, 0, 18.055556, -0.001356, 5.508077, 68.273563, 945.762761, 0.864444, 3.245326, 17.761635, 0.525527, 0.138609, -0.025255, 0.007916, 950.583004, -8.000000, 1.389685, -0.007791, 0.000000, 0.000000, 6.254179, -0.000429, , Obj1, 1, 14.166667, -0.000761, 5.095035, 53.175714, 852.956761, -0.911259, 2.045507, 14.018179, 0.109098, 0.047975, -0.006992, 0.032165, 856.263316, -8.000000, 1.425729, -0.003430, 0.000000, 0.000000, 6.275385, -0.000242, , 
499, 49.900000, Ego, 0, 18.055556, -0.001324, 4.383622, 68.599488, 947.538787, 0.917001, 3.259254, 17.760257, 0.525568, 0.139285, -0.013785, 0.000406, 952.394774, -8.000000, 1.388924, -0.007611, 0.000000, 0.000000, 6.254198, -0.000411, , Obj1, 1, 14.166667, -0.000764, 2.859469, 53.380746, 854.358509, -0.900021, 2.050325, 14.017475, 0.112372, 0.048181, -0.007039, 0.032743, 857.682732, -8.000000, 1.425385, -0.003445, 0.000000, 0.000000, 6.275152, -0.000243, , 
500, 50.000000, Ego, 0, 18.055556, -0.001269, 3.259167, 68.926737, 949.314569, 0.969476, 3.272490, 17.757823, 0.524757, 0.132357, -0.024343, -0.008113, 954.206292, -8.000000, 1.388194, -0.007295, 0.000000, 0.000000, 6.254261, -0.000394, , Obj1, 1, 14.166667, -0.000767, 0.623903, 53.586262, 855.760185, -0.888451, 2.055164, 14.016767, 0.115704, 0.048387, -0.007086, 0.033320, 859.102161, -8.000000, 1.425039, -0.003459, 0.000000, 0.000000, 6.274915, -0.000244, , 
501, 50.100000, Ego, 0, 18.055556, -0.001214, 2.134712, 69.255254, 951.090117, 1.021791, 3.285164, 17.755482, 0.523151, 0.126739, -0.023405, -0.016060, 956.017557, -8.000000, 1.387496, -0.006980, 0.000000, 0.000000, 6.254367, -0.000377, , Obj1, 1, 14.166667, -0.000770, 4.671522, 53.792265, 857.161791, -0.876542, 2.060023, 14.016053, 0.119094, 0.048594, -0.007133, 0.033897, 860.521601, -8.000000, 1.424691, -0.003474, 0.000000, 0.000000, 6.274675, -0.000245, , 
502, 50.200000, Ego, 0, 18.055556, -0.001160, 1.010257, 69.584981, 952.865441, 1.073866, 3.297277, 17.753236, 0.520751, 0.121125, -0.022456, -0.024001, 957.828570, -8.000000, 1.386830, -0.006665, 0.000000, 0.000000, 6.254517, -0.000359, , Obj1, 1, 14.166667, -0.000774, 2.435955, 53.998755, 858.563324, -0.864288, 2.064903, 14.015335, 0.122541, 0.048800, -0.007181, 0.034474, 861.941053, -8.000000, 1.424342, -0.003489, 0.000000, 0.000000, 6.274430, -0.000246, , 
503, 50.300000, Ego, 0, 18.055556, -0.001105, 6.168987, 69.915864, 954.640550, 1.125622, 3.308828, 17.751087, 0.517557, 0.115516, -0.021496, -0.031935, 959.639331, -8.000000, 1.386195, -0.006350, 0.000000, 0.000000, 6.254712, -0.000342, , Obj1, 1, 14.166667, -0.000777, 0.200389, 54.205735, 859.964785, -0.851683, 2.069803, 14.014612, 0.126046, 0.049006, -0.007230, 0.035052, 863.360517, -8.000000, 1.423992, -0.003504, 0.000000, 0.000000, 6.274181, -0.000247, , 
504, 50.400000, Ego, 0, 18.055556, -0.001050, 5.044532, 70.247846, 956.415453, 1.176979, 3.319819, 17.749034, 0.513571, 0.109910, -0.020526, -0.039863, 961.449840, -8.000000, 1.385592, -0.006035, 0.000000, 0.000000, 6.254949, -0.000325, , Obj1, 1, 14.166667, -0.000780, 4.248008, 54.413208, 861.366174, -0.838722, 2.074725, 14.013884, 0.129609, 0.049212, -0.007277, 0.035629, 864.779993, -8.000000, 1.423640, -0.003519, 0.000000, 0.000000, 6.273928, -0.000248, , 
505, 50.500000, Ego, 0, 18.055556, -0.000995, 3.920077, 70.580871, 958.190161, 1.227858, 3.330250, 17.747080, 0.508792, 0.104309, -0.019545, -0.047784, 963.260097, -8.000000, 1.385020, -0.005720, 0.000000, 0.000000, 6.255231, -0.000307, , Obj1, 1, 14.166667, -0.000785, 2.012442, 54.621174, 862.767484, -0.825399, 2.079661, 14.013105, 0.133230, 0.049362, -0.007793, 0.036211, 866.199481, -8.000000, 1.423286, -0.003541, 0.000000, 0.000000, 6.273671, -0.000252, , 
506, 50.600000, Ego, 0, 18.055556, -0.000940, 2.795622, 70.914883, 959.964684, 1.278181, 3.340121, 17.745224, 0.503223, 0.098712, -0.018555, -0.055698, 965.070102, -8.000000, 1.384479, -0.005405, 0.000000, 0.000000, 6.255557, -0.000290, , Obj1, 1, 14.166667, -0.000803, 6.060061, 54.829637, 864.168695, -0.811706, 2.084636, 14.012104, 0.136929, 0.049749, -0.010009, 0.036987, 867.619007, -8.000000, 1.422924, -0.003623, 0.000000, 0.000000, 6.273407, -0.000259, , 
507, 50.700000, Ego, 0, 18.055556, -0.000886, 1.671167, 71.249826, 961.739030, 1.327867, 3.349433, 17.743469, 0.496862, 0.093119, -0.017556, -0.063606, 966.879856, -8.000000, 1.383970, -0.005091, 0.000000, 0.000000, 6.255926, -0.000273, , Obj1, 1, 14.166667, -0.000825, 3.824495, 55.038615, 865.569829, -0.797633, 2.089779, 14.011338, 0.140728, 0.051434, -0.007662, 0.037989, 869.038611, -8.000000, 1.422552, -0.003719, 0.000000, 0.000000, 6.273137, -0.000265, , 
508, 50.800000, Ego, 0, 18.055556, -0.000831, 0.546712, 71.585645, 963.513212, 1.376838, 3.358186, 17.741814, 0.489711, 0.087530, -0.016549, -0.071507, 968.689358, -8.000000, 1.383492, -0.004776, 0.000000, 0.000000, 6.256339, -0.000255, , Obj1, 1, 14.166667, -0.000846, 1.588929, 55.248121, 866.970883, -0.783171, 2.095057, 14.010550, 0.144625, 0.052778, -0.007883, 0.038970, 870.458291, -8.000000, 1.422170, -0.003815, 0.000000, 0.000000, 6.272859, -0.000272, , 
509, 50.900000, Ego, 0, 18.055556, -0.000776, 5.705442, 71.922283, 965.287238, 1.425015, 3.366381, 17.740260, 0.481771, 0.081945, -0.015533, -0.079401, 970.498608, -8.000000, 1.383046, -0.004462, 0.000000, 0.000000, 6.256795, -0.000238, , Obj1, 1, 14.166667, -0.000867, 5.636548, 55.458168, 868.371857, -0.768309, 2.100469, 14.009739, 0.148620, 0.054122, -0.008105, 0.039951, 871.878048, -8.000000, 1.421779, -0.003911, 0.000000, 0.000000, 6.272575, -0.000279, , 
510, 51.000000, Ego, 0, 18.055556, -0.000722, 4.580987, 72.259685, 967.061119, 1.472320, 3.374017, 17.738809, 0.473044, 0.076363, -0.014511, -0.087275, 972.307607, -8.000000, 1.382631, -0.004148, 0.000000, 0.000000, 6.257295, -0.000221, , Obj1, 1, 14.166667, -0.000889, 3.400982, 55.668769, 869.772748, -0.753038, 2.106016, 14.008907, 0.152713, 0.055466, -0.008327, 0.040932, 873.297882, -8.000000, 1.421379, -0.004007, 0.000000, 0.000000, 6.272284, -0.000286, , 
511, 51.100000, Ego, 0, 18.055556, -0.000667, 3.456532, 72.597794, 968.834865, 1.518688, 3.381096, 17.737461, 0.463684, 0.070786, -0.013482, -0.093599, 974.116355, -8.000000, 1.382248, -0.003834, 0.000000, 0.000000, 6.257819, -0.000203, , Obj1, 1, 14.166667, -0.000910, 1.165416, 55.879939, 871.173553, -0.737347, 2.111697, 14.008051, 0.156904, 0.056810, -0.008553, 0.041914, 874.717794, -8.000000, 1.420968, -0.004104, 0.000000, 0.000000, 6.271986, -0.000292, , 
512, 51.200000, Ego, 0, 18.055556, -0.000612, 2.332077, 72.936556, 970.608487, 1.564086, 3.387617, 17.736216, 0.453981, 0.065212, -0.012447, -0.097028, 975.924852, -8.000000, 1.381896, -0.003520, 0.000000, 0.000000, 6.258360, -0.000186, , Obj1, 1, 14.166667, -0.000931, 5.213035, 56.091690, 872.574271, -0.721228, 2.117512, 14.007173, 0.161194, 0.058154, -0.008780, 0.042896, 876.137782, -8.000000, 1.420548, -0.004200, 0.000000, 0.000000, 6.271681, -0.000299, , 
513, 51.300000, Ego, 0, 18.055556, -0.000558, 1.207622, 73.275914, 972.381994, 1.608483, 3.393581, 17.735076, 0.443968, 0.059641, -0.011405, -0.100135, 977.733098, -8.000000, 1.381575, -0.003206, 0.000000, 0.000000, 6.258919, -0.000169, , Obj1, 1, 14.166667, -0.000953, 2.977469, 56.304036, 873.974898, -0.704670, 2.123462, 14.006272, 0.165582, 0.059498, -0.009008, 0.043879, 877.557847, -8.000000, 1.420119, -0.004296, 0.000000, 0.000000, 6.271369, -0.000306, , 
514, 51.400000, Ego, 0, 18.055556, -0.000503, 0.083167, 73.615813, 974.155398, 1.651847, 3.398988, 17.734040, 0.433644, 0.054074, -0.010359, -0.103240, 979.541092, -8.000000, 1.381286, -0.002892, 0.000000, 0.000000, 6.259495, -0.000151, , Obj1, 1, 14.166667, -0.000974, 0.741903, 56.516991, 875.375433, -0.687663, 2.129546, 14.005349, 0.170068, 0.060842, -0.009238, 0.044861, 878.977989, -8.000000, 1.419679, -0.004392, 0.000000, 0.000000, 6.271051, -0.000313, , 
515, 51.500000, Ego, 0, 18.055556, -0.000449, 5.241898, 73.956197, 975.928709, 1.694148, 3.403839, 17.733109, 0.423009, 0.048511, -0.009308, -0.106343, 981.348836, -8.000000, 1.381028, -0.002579, 0.000000, 0.000000, 6.260088, -0.000134, , Obj1, 1, 14.166667, -0.000995, 4.789522, 56.730568, 876.775873, -0.670198, 2.135765, 14.004402, 0.174653, 0.062186, -0.009471, 0.045844, 880.398208, -8.000000, 1.419231, -0.004488, 0.000000, 0.000000, 6.270725, -0.000319, , 
516, 51.600000, Ego, 0, 18.055556, -0.000394, 4.117442, 74.297010, 977.701937, 1.735355, 3.408134, 17.732284, 0.412065, 0.042950, -0.008253, -0.109442, 983.156330, -8.000000, 1.380802, -0.002265, 0.000000, 0.000000, 6.260698, -0.000117, , Obj1, 1, 14.166667, -0.001017, 2.553956, 56.944779, 878.176216, -0.652264, 2.142118, 14.003431, 0.179335, 0.063530, -0.009705, 0.046828, 881.818504, -8.000000, 1.418772, -0.004585, 0.000000, 0.000000, 6.270393, -0.000326, , 
517, 51.700000, Ego, 0, 18.055556, -0.000340, 2.992987, 74.638198, 979.475094, 1.775436, 3.411874, 17.731564, 0.400811, 0.037393, -0.007195, -0.112540, 984.963572, -8.000000, 1.380607, -0.001952, 0.000000, 0.000000, 6.261326, -0.000099, , Obj1, 1, 14.166667, -0.001038, 0.318390, 57.159640, 879.576460, -0.633852, 2.148605, 14.002437, 0.184116, 0.064875, -0.009939, 0.047811, 883.238877, -8.000000, 1.418304, -0.004681, 0.000000, 0.000000, 6.270053, -0.000333, , 
518, 51.800000, Ego, 0, 18.055556, -0.000285, 1.868532, 74.979703, 981.248189, 1.814361, 3.415058, 17.730951, 0.389248, 0.031839, -0.006133, -0.115634, 986.770564, -8.000000, 1.380443, -0.001639, 0.000000, 0.000000, 6.261971, -0.000082, , Obj1, 1, 14.166667, -0.001059, 4.366009, 57.375163, 880.976602, -0.614953, 2.155227, 14.001420, 0.188996, 0.066219, -0.010177, 0.048795, 884.659327, -8.000000, 1.417826, -0.004777, 0.000000, 0.000000, 6.269707, -0.000340, , 
519, 51.900000, Ego, 0, 18.055556, -0.000231, 0.744077, 75.321472, 983.021233, 1.852098, 3.417686, 17.730444, 0.377375, 0.026288, -0.005069, -0.118726, 988.577306, -8.000000, 1.380310, -0.001326, 0.000000, 0.000000, 6.262634, -0.000065, , Obj1, 1, 14.166667, -0.001081, 2.130443, 57.591361, 882.376639, -0.595555, 2.161983, 14.000378, 0.193974, 0.067562, -0.010418, 0.049780, 886.079855, -8.000000, 1.417339, -0.004874, 0.000000, 0.000000, 6.269354, -0.000346, , 
520, 52.000000, Ego, 0, 18.055556, -0.000176, 5.902808, 75.663448, 984.794238, 1.888617, 3.419760, 17.730044, 0.365193, 0.020739, -0.004003, -0.121816, 990.383797, -8.000000, 1.380209, -0.001013, 0.000000, 0.000000, 6.263314, -0.000047, , Obj1, 1, 14.166667, -0.001102, 6.178062, 57.808248, 883.776571, -0.575650, 2.168874, 13.999312, 0.199050, 0.068906, -0.010659, 0.050764, 887.500459, -8.000000, 1.416842, -0.004970, 0.000000, 0.000000, 6.268994, -0.000353, , 
521, 52.100000, Ego, 0, 18.055556, -0.000122, 4.778353, 76.005576, 986.567213, 1.923888, 3.421280, 17.729750, 0.352703, 0.015193, -0.002935, -0.124903, 992.190038, -8.000000, 1.380139, -0.000701, 0.000000, 0.000000, 6.264011, -0.000030, , Obj1, 1, 14.166667, -0.001124, 3.942496, 58.025838, 885.176393, -0.555228, 2.175899, 13.998222, 0.204225, 0.070250, -0.010902, 0.051742, 888.921140, -8.000000, 1.416335, -0.005067, 0.000000, 0.000000, 6.268627, -0.000360, , 
522, 52.200000, Ego, 0, 18.055556, -0.000068, 3.653898, 76.347801, 988.340169, 1.957878, 3.422245, 17.729564, 0.339905, 0.009650, -0.001866, -0.127987, 993.996029, -8.000000, 1.380100, -0.000388, 0.000000, 0.000000, 6.264725, -0.000013, , Obj1, 1, 14.166667, -0.001145, 1.706929, 58.244144, 886.576103, -0.534279, 2.183058, 13.997107, 0.209486, 0.071594, -0.011146, 0.052616, 890.341899, -8.000000, 1.415819, -0.005163, 0.000000, 0.000000, 6.268255, -0.000367, , 
523, 52.300000, Ego, 0, 18.055556, -0.000014, 2.529443, 76.690066, 990.113114, 1.990558, 3.422650, 17.729452, 0.326798, 0.004052, -0.001113, -0.131066, 995.801770, -8.000000, 1.380092, -0.000079, 0.000000, 0.000000, 6.265457, 0.000002, , Obj1, 1, 14.166667, -0.001166, 5.754549, 58.463179, 887.975700, -0.512797, 2.190352, 13.995967, 0.214827, 0.072937, -0.011396, 0.053407, 891.762735, -8.000000, 1.415293, -0.005259, 0.000000, 0.000000, 6.267877, -0.000374, , 
524, 52.400000, Ego, 0, 18.055556, 0.000009, 1.404988, 77.032308, 991.885951, 2.021907, 3.422424, 17.728370, 0.313486, -0.002254, -0.010830, -0.133115, 997.607297, -8.000000, 1.380097, 0.000054, 0.000000, 0.000000, 6.266192, 0.000004, , Obj1, 1, 14.166667, -0.001188, 3.518982, 58.682957, 889.375180, -0.490772, 2.197780, 13.994803, 0.220246, 0.074281, -0.011646, 0.054196, 893.183647, -8.000000, 1.414757, -0.005356, 0.000000, 0.000000, 6.267494, -0.000380, , 
525, 52.500000, Ego, 0, 18.055556, 0.000015, 0.280533, 77.374538, 993.658791, 2.051930, 3.422299, 17.728394, 0.300237, -0.001258, 0.000243, -0.132496, 999.412796, -8.000000, 1.380106, 0.000088, 0.000000, 0.000000, 6.266923, 0.000006, , Obj1, 1, 14.166667, -0.001209, 1.283416, 58.903491, 890.774542, -0.468197, 2.205343, 13.993613, 0.225745, 0.075624, -0.011898, 0.054985, 894.604637, -8.000000, 1.414212, -0.005452, 0.000000, 0.000000, 6.267105, -0.000387, , 
526, 52.600000, Ego, 0, 18.055556, 0.000021, 5.439263, 77.716749, 995.431634, 2.080635, 3.422112, 17.728430, 0.287052, -0.001870, 0.000361, -0.131849, 1001.218267, -8.000000, 1.380118, 0.000123, 0.000000, 0.000000, 6.267651, 0.000008, , Obj1, 1, 14.166667, -0.001230, 5.331035, 59.124795, 892.173781, -0.445065, 2.213039, 13.992398, 0.231322, 0.076968, -0.012150, 0.055775, 896.025705, -8.000000, 1.413657, -0.005549, 0.000000, 0.000000, 6.266711, -0.000394, , 
527, 52.700000, Ego, 0, 18.055556, 0.000027, 4.314808, 78.058935, 997.204482, 2.108029, 3.421863, 17.728478, 0.273932, -0.002482, 0.000479, -0.131201, 1003.023710, -8.000000, 1.380134, 0.000157, 0.000000, 0.000000, 6.268376, 0.000010, , Obj1, 1, 14.166667, -0.001252, 3.095469, 59.346882, 893.572897, -0.421367, 2.220871, 13.991157, 0.236979, 0.078311, -0.012409, 0.056565, 897.446849, -8.000000, 1.413093, -0.005645, 0.000000, 0.000000, 6.266311, -0.000401, , 
528, 52.800000, Ego, 0, 18.055556, 0.000033, 3.190353, 78.401091, 998.977335, 2.134116, 3.421554, 17.728538, 0.260876, -0.003094, 0.000597, -0.130554, 1004.829126, -8.000000, 1.380153, 0.000192, 0.000000, 0.000000, 6.269097, 0.000012, , Obj1, 1, 14.166667, -0.001273, 0.859903, 59.569766, 894.971886, -0.397096, 2.228836, 13.989890, 0.242714, 0.079654, -0.012668, 0.057355, 898.868071, -8.000000, 1.412519, -0.005742, 0.000000, 0.000000, 6.265906, -0.000407, , 
529, 52.900000, Ego, 0, 18.055556, 0.000039, 2.065898, 78.743209, 1000.750196, 2.158905, 3.421183, 17.728609, 0.247886, -0.003705, 0.000715, -0.129906, 1006.634515, -8.000000, 1.380176, 0.000226, 0.000000, 0.000000, 6.269814, 0.000013, , Obj1, 1, 14.166667, -0.001295, 4.907522, 59.793460, 896.370746, -0.372243, 2.236936, 13.988597, 0.248529, 0.080997, -0.012929, 0.058145, 900.289369, -8.000000, 1.411935, -0.005838, 0.000000, 0.000000, 6.265495, -0.000414, , 
530, 53.000000, Ego, 0, 18.055556, 0.000045, 0.941443, 79.085284, 1002.523065, 2.182401, 3.420752, 17.728692, 0.234960, -0.004317, 0.000833, -0.129259, 1008.439876, -8.000000, 1.380202, 0.000261, 0.000000, 0.000000, 6.270528, 0.000015, , Obj1, 1, 14.166667, -0.001316, 2.671956, 60.017977, 897.769474, -0.346801, 2.245169, 13.987278, 0.254422, 0.082339, -0.013192, 0.058936, 901.710745, -8.000000, 1.411341, -0.005935, 0.000000, 0.000000, 6.265079, -0.000421, , 
531, 53.100000, Ego, 0, 18.055556, 0.000051, 6.100173, 79.427310, 1004.295944, 2.204611, 3.420259, 17.728787, 0.222099, -0.004929, 0.000951, -0.128612, 1010.245209, -8.000000, 1.380232, 0.000295, 0.000000, 0.000000, 6.271238, 0.000017, , Obj1, 1, 14.166667, -0.001337, 0.436390, 60.243330, 899.168067, -0.320761, 2.253538, 13.985932, 0.260395, 0.083682, -0.013458, 0.059727, 903.132198, -8.000000, 1.410738, -0.006031, 0.000000, 0.000000, 6.264657, -0.000428, , 
532, 53.200000, Ego, 0, 18.055556, 0.000057, 4.975718, 79.769281, 1006.068834, 2.225541, 3.419705, 17.728894, 0.209302, -0.005540, 0.001069, -0.127965, 1012.050514, -8.000000, 1.380265, 0.000330, 0.000000, 0.000000, 6.271945, 0.000019, , Obj1, 1, 14.166667, -0.001359, 4.484009, 60.469534, 900.566523, -0.294117, 2.262040, 13.984559, 0.266447, 0.085024, -0.013727, 0.060518, 904.553729, -8.000000, 1.410125, -0.006128, 0.000000, 0.000000, 6.264230, -0.000434, , 
533, 53.300000, Ego, 0, 18.055556, 0.000063, 3.851263, 80.111190, 1007.841735, 2.245198, 3.419090, 17.729013, 0.196570, -0.006152, 0.001186, -0.127318, 1013.855792, -8.000000, 1.380301, 0.000364, 0.000000, 0.000000, 6.272648, 0.000021, , Obj1, 1, 14.166667, -0.001380, 2.248443, 60.696602, 901.964839, -0.266859, 2.270677, 13.983160, 0.272578, 0.086366, -0.013998, 0.061309, 905.975337, -8.000000, 1.409503, -0.006224, 0.000000, 0.000000, 6.263797, -0.000441, , 
534, 53.400000, Ego, 0, 18.055556, 0.000069, 2.726808, 80.453031, 1009.614649, 2.263588, 3.418413, 17.729143, 0.183903, -0.006764, 0.001304, -0.126670, 1015.661043, -8.000000, 1.380341, 0.000399, 0.000000, 0.000000, 6.273348, 0.000023, , Obj1, 1, 14.166667, -0.001402, 0.012877, 60.924547, 903.363012, -0.238980, 2.279447, 13.981733, 0.278788, 0.087707, -0.014271, 0.062101, 907.397022, -8.000000, 1.408871, -0.006321, 0.000000, 0.000000, 6.263359, -0.000448, , 
535, 53.500000, Ego, 0, 18.055556, 0.000075, 1.602353, 80.794798, 1011.387578, 2.280718, 3.417676, 17.729286, 0.171301, -0.007375, 0.001422, -0.126023, 1017.466266, -8.000000, 1.380384, 0.000433, 0.000000, 0.000000, 6.274044, 0.000025, , Obj1, 1, 14.166667, -0.001423, 4.060496, 61.153382, 904.761040, -0.210472, 2.288352, 13.980278, 0.285077, 0.089049, -0.014548, 0.062893, 908.818784, -8.000000, 1.408229, -0.006418, 0.000000, 0.000000, 6.262915, -0.000455, , 
536, 53.600000, Ego, 0, 18.055556, 0.000081, 0.477898, 81.136486, 1013.160522, 2.296595, 3.416877, 17.729439, 0.158763, -0.007987, 0.001539, -0.125376, 1019.271461, -8.000000, 1.380431, 0.000468, 0.000000, 0.000000, 6.274737, 0.000027, , Obj1, 1, 14.166667, -0.001442, 1.824930, 61.383122, 906.158929, -0.181328, 2.297404, 13.978894, 0.291442, 0.090522, -0.013834, 0.063653, 910.240623, -8.000000, 1.407579, -0.006501, 0.000000, 0.000000, 6.262467, -0.000458, , 
537, 53.700000, Ego, 0, 18.055556, 0.000087, 5.636628, 81.478088, 1014.933482, 2.311224, 3.416017, 17.729605, 0.146290, -0.008598, 0.001657, -0.124729, 1021.076628, -8.000000, 1.380481, 0.000502, 0.000000, 0.000000, 6.275426, 0.000029, , Obj1, 1, 14.166667, -0.001442, 5.872549, 61.613778, 907.556702, -0.151548, 2.306552, 13.977722, 0.297797, 0.091477, -0.011721, 0.063549, 911.662497, -8.000000, 1.406929, -0.006501, 0.000000, 0.000000, 6.262023, -0.000457, , 
